reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity,operation
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,INTERBIO,Rue de la Basse Sambre 24,,,,,50.492,4.59323,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,NATUR'INOV,Lambusart 24,,,,,50.45492,4.54308,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Ferme de la sève,Rue du Gros Buisson 1,,,,,50.4908,4.51896,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Solal sprl-Siège social,Rue du petit mont 8,,,,,50.5466,4.52309,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,WELLNUTRIFOOD,"Drève de l'Infante, 27P3",,,,,50.71815,4.3865299,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,VAJRA,Brusselsesteenweg 330,,,,,50.7820208,4.5113308,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,EVEIL DES SENS,Avenue du Roi Chevalier 65,,,,,50.84469,4.4172399,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BELLE BULLE,Chaussée de Waterloo 677,,,,,50.81657,4.36654,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,SUPERSEC SPRL,Rue des Tanneurs 62,,,,,50.83968,4.34655,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,REGISANA,Boulevard de la Révision 101,,,,,50.8348299,4.3266099,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,CHAMPIGNON DE BRUXELLES,Rue Ropsy Chaudron 24 bte 26,,,,,50.84293,4.32913,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,DISTRIBIO,venue du Port 108-110,,,,,50.86838,4.35275,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BON PLAISIR,Rue Dieudonné Lefèvre 27,,,,,50.87085,4.35006,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,TFCO LIEGE,"74, Rue des guillemins",,4000,liège,,50.62798,5.56695,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,TFCO IXL -> LIEGE,"Avenue de l'hippodrome 75,",,1050,Ixelles,,50.82027,4.37682,pas dimanche soir,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Resto Kolya (Bigh),Chaussée de Charleroi 100,,1060,Saint-Gilles,,50.82838,4.35573,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,TFCO SENEFFE,Rue Jules Bordet 167 F,,7180,Seneffe,,50.506058,4.267502,,,TFCO,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Chalet Marché Noel Brugges,Grote markt,,8000,Brugge,,51.2089799,3.22471,,486951876,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,TFCO SENEFFE,Rue jules bordet 167F,,7180,Seneffe,,50.506112,4.267416,,,TFCO,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,TFCO AAL vidange,Molenstraat 22,,9300,Alost,,50.93903,4.04039,,,TFCO,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Peuplier ferme,rue de la bryle 59,,1390,Bossut Gottechain,,50.75609,4.7150999,Code entrée 123456 / pas d'alarme,0493 19 18 99,FARM,,0:20:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Seve Ferme,Rue de fleurus 97,,6211,mellet,,50.4938,4.50601,Contact :Thomas,0495 99 17 83,,,0:20:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Seve Ferme,Rue de fleurus 97,,6211,mellet,,50.4938,4.50601,,,,,0:20:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Hesbaye Coopérative,rue de la station,,1357,helecine,,50.757757,5.009512,,,,,0:20:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,La Matelotte (Fish4you),Rue Vanderkindere 153,,1180,Uccle,,50.81378,4.3485699,,484888308,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,NIPRO,Blokhuisstraat 40,,2800,Mechelen,,51.050486,4.457059,,0497/66.54.67,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Villa Loraine,Avenue du vivier d'oie 75,,1000,Bruxelles,,50.79946,4.37858,Avant 10h,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,PURATOS,Industrielaan 25,,1702,groot bijgarden,,50.88038,4.27037,Entre 6h45 et 8h,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BRASSERIE DE LA SENNE,Chaussée de Gand 565,,1120,neder over hembeek,,50.90028,4.39824,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Fonteyne The Kitchen,rue des lutins 8,,1190,Forest,,50.79962,4.31519,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,26,DOLMA,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,27,BelgoMarkt Coop.,Rue de dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Cdc,Chant des Cailles,22 Avenue Léopold Wiener,Grille à gauche du batiment. Batiment au fond à droite,1170,Watermael Boitsfort,,50.80812,4.40744,Passer à gauche de la résidence Sainte-Anne jusqu'au petit bâtiment légèrement isolé (au fond). La grille sera ouverte,0494344498 ou 0489909606,FARM,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,CarF,Carfrig,Bergestraat 243,Code boite 2070,1730,Asse,,50.8981745,4.2169664,,0472 04 94 94,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SAB,TFCO Sablon,Rue Joseph Stevens 34,,1000,Bruxelles,,50.84155,4.35337,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,SODeuro,Sodexo Euroclear,"1, Boulevard du Roi Albert II",,1210,Bruxelles,,50.8564099,4.35606,"L'accès au quai de livraison se fait à l'arrière du Bâtiment
au croisement de la Rue des Croisades et la rue du Marché",0475.54.35.66,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,38,Bio c'Bon Stockel,Rue de l'église 120-122,,1150,Woluwe-Saint-Pierre,,50.84057,4.4650299,mercredi et samedi,,Ecodal,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,HH,HeerenHuis (TFCO),"Van Praetstraat, 140",,2660,Hoboken,,51.1594,4.3391,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Verpa,VERPA,Nikelaan 4,,2430,vorst-lakdal,,51.0979,5.07883,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Celab,CELABOR,Avenue du Parc 38,,4650,Herve,,50.62492,5.83235,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,chocolate,quai de boulogne 1,,94150,rungis,,48.75875,2.35207,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,KBCleubrust,KBC LEUbrust,Brusselsesteenweg 100,,3000,LEUVEN,,50.88606,4.67751,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,KBC LEUtiens,Professor Roger Van Overstraetenplein 2,,3000,Leuven,,50.87864,4.71638,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,KBC MCresto,Geerdegemdries 21,,2800,Mechelen,,51.00596,4.46963,,,TFCO,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,EXKI1,EXKI Villeneuve,Avenue de l'Avenir 21,,59650,Villeneuve-d'Ascq,France,50.617144,3.124344,,,Sumy,,0:30:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,EXKI2,EXKI Lille,Place de Béthune 13,,59000,Lille,France,50.632802,3.062385,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,EXKI3,EXKI National,Rue Nationale 70,,59000,Lille,France,50.633174,3.053782,,,,,0:45:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,EXKI4,EXKI Tournai,Boulevard Walter de Marvis 22,,7500,Tournai,Belgique,50.6030294,3.4041184,,,,,0:30:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocbon1,Bio C'Bon Faidherbe,Rue Faidherbe 36,,59800,Lille,France,50.636854,3.067183,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocbon2,Bio C'Bon Monnaie,35 Rue de la Monnaie,,59800,Lille,France,50.640923,3.062979,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocbon3,Bio C'Bon Jaurès,217 Rue Jean Jaurès,,59160,Lille,France,50.642932,3.012191,,,,,0:45:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocbon4,Bio C'Bon Esquermoise,57-61 Rue Esquermoise,,59000,Lille,France,50.638225,3.060747,,,,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocbon5,Bio C'Bon Solférino,154 Rue Solférino,,59000,Lille,France,50.631295,3.054457,,,,,0:45:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocoop1,BioCoop Solférino,98 Rue Solférino,,59000,Lille,France,50.632951,3.051298,,,,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocoop2,BioCoop Aventure,9 Place Nouvelle Aventure,,59000,Lille,France,50.626909,3.049818,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocoop3,BioCoop Postes,23 Rue des Postes,,59120,Lille,France,50.627506,3.057611,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Biocoop4,BioCoop Molinel,86 Rue du Molinel,,59000,Lille,France,50.633959,3.066708,,,,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,POMPE GAZ LILLE,Rue du Pic au Vent 200,,59810,Lesquin,France,50.581176,3.110105,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,SUMY LILLE,Rue Marcel Sembat,,59810,Lesquin,France,50.592199,3.128385,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,SUMY LILLE,Rue Marcel Sembat,,59810,Lesquin,France,50.592199,3.128385,,,,,0:30:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,SUMY LILLE,Rue Marcel Sembat,,59810,Lesquin,France,50.592199,3.128385,,,,,0:45:00,,,,,,,1,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Air Liquide,Air Liquide,Rue du pic au vent,,59,Lesquin,France,50.581176,3.110105,,,CENTER,,0:15:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Air Liquide,Air Liquide,Rue du pic au vent,,,Lesquin,France,50.581176,3.110105,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,mercedes liège,rue haie leruth 2,04 263 38 75,4432,liège,Belgique,50.67011,5.5306,,22623255,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,SUMY Lille,Rue Marcel Sembat,,59,Lesquin,France,50.592199,3.128385,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,5005644,BC ONE Corper Vil,DA VINCILAAN 9,,1930,Zaventem,,50.88932,4.45812,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,576703,PWC WOLUWE,Boulevard de la Woluwe 18,,1932,Woluwe St Pierre,,50.83506,4.43334,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,AUREX,Brusselsesteenweg 347,,1730,Kobbegem,,50.89552,4.24239,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,350457,LINKLATERS,Brederodestraat 13,,1000,Bruxelles,,50.84045,4.3609,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,113656,CLEARY GOTTLIEB,J. De Lalaing 4,,1040,Bruxelles,,50.84398,4.37293,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,366397,DE WARANDE,Zinnerstraat 1,,1000,Bruxelles,,50.84435,4.36644,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,BRU AIRLINES,Ringlaan,,1930,Zaventem,,50.894889,4.462154,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,MAJOR EVENT ATOMIUM,Avenue de l'atomium,,1020,neder over hembeek,,50.897,4.34442,MATHIEU 0472/519.108  TENTES  welldones,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,MAJOR EVENT PALAIS,Place des palais,,1000,Bruxelles,,50.843906,4.365634,CONTACT : Vanessa Amor  0497482778,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,Ch1,RETRAIT PAIN,42 avenue de l'université,,1050,Bruxelles,,50.81469,4.38779,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch2,Sequoia Stockel,"Rue de l’Église, 101",,1150,Bruxelles,,50.8406499,4.4631,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch3,Sequoia Keym,"Rue des Bégonias, 10-16",,1170,Bruxelles,,50.81059,4.40358,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch4,Sequoia Hoeilaart,"Overijsesteenweg, 73",,1560,Hoeilaart,,50.76986,4.47961,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch5,Sequoia Wavre,"Chaussée de Namur, 223A",,1300,Wavre,,50.69486,4.6150399,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch6,Sequoia Waterloo,"Chaussée de Bruxelles, 63",,1410,Waterloo,,50.72535,4.39876,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch7,Sequoia Uccle,"Chaussée de Saint-Job, 532",,1180,Bruxelles,,50.79286,4.35923,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch8,Sequoia Enghien,"Pavé de Soignies, 87B",,7850,Enghien,,50.68314,4.03116,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch9,Odette en ville,rue du Châtelain 25,,1050,Bruxelles,,50.82599,4.3628,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch10,LABEL GREEN,Rue Alphonse Renard 12,,1050,Bruxelles,,50.8185,4.35821,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ch11,Otap,Place Albert Leemans 10,,1050,Bruxelles,,50.8225,4.36299,,,Chambelland,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,MDH FOOD,Chaussée de Mons 2,,1600,Bruxelles,,50.84455,4.33835,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,MIA TRADING,Quai des Usines 22,,1000,Bruxelles,,50.8762782,4.3645295,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Parlement Flamand,Leuvenseweg 86,,1000,Bruxelles,,50.8481,4.36774,,,Nos Pilifs,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,Sodexo EUROCONTROL,Rue de la Fusée 96,,1130,Bruxelles,,50.8808186,4.4325269,Avant 10h,0497/56 58 83,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ISPCG45a,ISPC Gand,Ottergemsesteenweg - Zuid 720,,9000,Gent,,51.016401,3.735867,,,,,0:45:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,ISPCG1,ISPC Gand 1h,Ottergemsesteenweg - Zuid 720,,9000,Gent,,51.016401,3.735867,,,,,1:00:00,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,555883,PROCTER & GAMBLE,Temselaan 100,,1853,Grimbergen,,50.9048921,4.3416358,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,356961,FRESHFIELDS,Marsveldplein 5,,1050,Bruxelles,,50.83822,4.36302,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,212250,BAR MARIE-SANOMA,Stationsstraat 55,,2800,Mechelen,,51.0170789,4.4810473,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,201827,Van Gansbeke Wouter/KPMG,bourgetlaan 40,,1130,Bruxelles,,50.8778651,4.4316187,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,236287,TV BASTARDS - STUDIO A,Famililaan 7,,3190,Boortmeerbeek,,50.9782,4.5734,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,457217,VTM,Medialaan 1,,1800,Vilvoorde,,50.9141795,4.4001412,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,5003094,DELOITTE,Leopoldlaan,,1934,Zaventem,,50.89387,4.47285,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,154062,WERELDHAVEN,Medialaan 28 B,,1800,Vilvoorde,,50.91538,4.39954,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,318754,TELENET WOLUWE (BASE ),Neerveldstraat 105,,1200,Bruxelles,,50.85228,4.4417799,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,5001908,BEAUCOUP FISH,Rue Van Gaver 2,,1000,Bruxelles,,50.85579,4.35118,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,5003093,ALCOPA,Pierstraat 231,,2550,Kontich,,51.12901,4.42209,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,212892,ZOETIS,Mercuriusstraat 20,,1930,Zaventem,,50.8754,4.50518,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,382205,SANOMA,stationstaat 55,,2800,MECHELEN,,51.02893,4.48545,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,940719,THE HUB,Telecomlaan 9,,1831,Machelen,,50.88331,4.44102,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,441223,BC ONE,Medialaan 50,,1800,Vilvoorde,,50.91465,4.39492,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,849913,TELENET MALINES,Liersesteenweg 4,,2800,Mechelen,,51.0349999,4.48421,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,309578,BC One 4 / CARGILL,Bedrijvenlaan 13,,2800,Mechelen,,51.0025,4.46584,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,289627,BC One 2 / IKAROS,Ikaroslaan 5,,1930,Zaventem,,50.87562,4.4938,,,,,,,,,,,,,
,VENDREDI 27.O7,,,,visit,,,,,,,,,,,,,,DB RENT,CHEMIN SABLONNEUX  96,1745 MAZENZELE-OPWIJK,1745,MAZENZELE-OPWIJK,,50.94174,4.17115,,,,,,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,0,store,,,0:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,1,visit,1,,0:15,14446.6,954,,,,,,,,WGH,TFCO WGH,Avenue Georges Henri 205,,1200,Woluwé-Saint-Lambert,,50.84471,4.41684,fermé le lundi,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,2,visit,1,,0:44,4199.4,512,,,,,,,,AUDvid,TFCO AUD,Square Jean Baptiste De Greef 2,,1160,AUDERGHEM,,50.82046,4.40897,,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,3,visit,1,,1:24,20748.1,1218,,,,,,,,SUMY25m,SUMY 25 MIN 2,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.910867,4.403383,,,Sumy,,0:25:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,4,visit,1,,2:04,11382,884,,,,,,,,JET,TFCO JETte,Chaussée de Wemmel 10,,1090,Jette,,50.87324,4.32529,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,"TFCO,TFCO,TFCO",,
,VENDREDI 27.O7,T1V1 BEN,,5,visit,1,,2:51,25677.2,1616,,,,,,,,AAL,TFCO AAL,Molenstraat 22,,9300,Alost,,50.93903,4.04039,fermé lundi.,,TFCO,,0:20:00,,,,,,"TFCO,TFCO",,
,VENDREDI 27.O7,T1V1 BEN,,6,visit,1,,3:47,41519.1,2141,,,,,,,,LINDD1,LINDD,Kleemstraat 69,,9041,Oostakker,,51.09705,3.75923,,,,,,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,7,visit,1,,4:25,17091.4,1377,,,,,,,,GEL1,TFCO GENT,François Laurentplein 35,,9000,Gent,,51.05074,3.72846,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,8,visit,1,,5:20,46125.6,2117,,,,,,,,KOR1,TFCO KOR,Doorniksewijk 136,,8500,KORTRIJK,,50.81933,3.26903,fermé le lundi  livraison entre 19h - 06h,,TFCO,,0:20:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,9,visit,1,,6:49,96721.7,4122,,,,,,,,DATSGRIM1,DATS GRIMBERGEN,Vilvoordsesteenweg 301,,1850,Grimbergen,,50.92705,4.3914,,,Dats,,0:10:00,,,,,,,,
,VENDREDI 27.O7,T1V1 BEN,,10,store,,,7:09,5273.6,608,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,0,store,,,19:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,1,visit,1,,19:23,23853.5,1406,,,,,,,,FARM COOK2,FARM COOKING,avenue du Bois de la Cambre 49,,1050,Ixelles,Belgique,50.80935,4.3949999,Code Volet 8110,Louis  0473762212,FARM,,0:20:00,,,,,4,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,2,visit,1,,20:06,22716.7,1376,,,,,,,,SUMY15c,SUMY 15 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911043,4.403318,,,Sumy,,0:15:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,3,visit,1,,20:36,15854,887,,,,,,,,FARM TONGRES1,FARM TONGRES,AVENUE GEORGES HENRI 513,,1200,woluwe saint lambert,,50.8411199,4.40175,CODE: 176169,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,4,visit,1,,21:22,16774.9,975,,,,,,,,SUMY25d,SUMY 25 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911097,4.40349,,,Sumy,,0:25:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,5,visit,1,,22:07,18136.4,1179,,,,,,,,FARM HANKAR,FARM HANKAR,Chaussée de Wavre 1080,,,,,50.82346,4.40209,CODE: 9104,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,6,visit,1,,22:56,18974.6,1189,,,,,,,,SUMY25b,SUMY 25 MIN,Avenue De B?jar  1EA,,1120,neder over hembeek,,50.911107,4.403232,,,"""""",,0:25:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,7,visit,1,,23:45,20001.6,1406,,,,,,,,FARbs,FARM BASCULE,Rue Vanderkindere 546,,,,,50.814585,4.365606,,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,T2V2 THIBAULT+ MYKHA 23h,,8,store,,,24:40:00,21348.3,1528,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,0,store,,,20:00,0,0,,,,,,,,,SUMY,avenue de bejar laan,,1120,neder over hembeek,,50.911124,4.404917,,,,,,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,1,visit,1,,20:22,9049,1372,,,,,,,,FARMstc,FARM ST CATH,Rue du rouleau 12,,1000,bruxelles,,50.85269,4.3483599,CODE: 181618,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,2,visit,1,,21:12,8563.9,1168,,,,,,,,SUMY15d,SUMY 25 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911067,4.403506,,,Sumy,,0:25:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,3,visit,1,,21:59,18566.6,1302,,,,,,,,FARM FC-IXL1,FARM FC-IXL,136 chaussée d'Ixelles,,1050,IXELLES,,50.83424,4.36542,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,4,visit,1,,22:51,19743,1346,,,,,,Planned,,SUMY60f,SUMY 25 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.911111,4.403479,,,Sumy,,0:25:00,,,,,,,,
,VENDREDI 27.O7,T3V3 ALEM-ATMAN,,5,visit,1,,23:36,21446.5,1197,,,,,,,,DATSOVE,Dats Overijse,Brusselsesteenweg 361,,3090,Overijse,,50.78348,4.5058,,,,,0:10:00,,,,,,,,
